Title,Deductive Reasoning,Mathematical Reasoning,Memorization,Perceptual Speed,Problem Sensitivity,Selective Attention,Speed of Closure,Time Sharing,Written Comprehension
Animal Control Workers,0.25376053904406937,-1.0077894465025354,-1.1825367016809145,-1.8131937181892241,0.9536595526347305,-0.23039737394116272,-1.3222106525346047,0.7946240591718173,-0.9212095995036188
Animal Scientists,1.0891857771877955,1.0693508667946174,0.9071527231854699,0.4555910926607719,0.9536595526347305,0.28658715390673695,-0.6522929864993211,0.001399166262661339,0.8052255973524193
Animal Trainers,-0.8454831953555706,-1.0077894465025354,-0.12376072641528005,0.14621134572668124,0.350777530759236,-0.23039737394116272,0.33918515923289894,0.39801161271723934,-0.9212095995036188
Anthropologists and Archeologists,1.3530042734437093,0.45451733405866,1.2693655568289763,0.14621134572668124,-0.541487861616496,0.28658715390673695,1.0358995319095934,0.39801161271723934,1.4612709721577135
"Anthropology and Archeology Teachers, Postsecondary",0.5395639099879755,0.02247214889285256,1.9380661727862198,-1.8131937181892241,-0.541487861616496,0.28658715390673695,-0.6522929864993211,1.1607278558991208,1.6684431957804382
Appraisers and Assessors of Real Estate,-0.010057957211844468,0.6539228041351869,-0.12376072641528005,-0.5241114392971807,-1.1684851643670096,-0.23039737394116272,-0.30393580016097393,-1.1274208736465234,0.149180222547125
Appraisers of Personal and Business Property,0.5395639099879755,1.0693508667946174,-0.12376072641528005,-0.5241114392971807,-0.2521044911162584,-0.23039737394116272,0.6875423455712462,-1.5240333201011014,0.5980533737296946
"Arbitrators, Mediators, and Conciliators",1.0891857771877955,-0.8083839764260087,-1.1825367016809145,-2.122573465123315,0.350777530759236,0.8466537257419606,0.6875423455712462,-0.364704630464642,1.2368343965664288
"Architects, Except Landscape and Naval",1.0891857771877955,1.0693508667946174,1.2693655568289763,1.1001322321067937,0.9536595526347305,0.28658715390673695,1.3574600116065298,0.39801161271723934,0.8052255973524193
Architectural and Civil Drafters,-0.010057957211844468,1.2853734593775212,0.21058958156334176,-0.5241114392971807,-1.1684851643670096,0.28658715390673695,0.6875423455712462,-0.7308084271919454,0.149180222547125
Architectural and Engineering Managers,0.8253672809318816,2.1162295846963826,0.9071527231854699,0.14621134572668124,0.6642761821344928,0.28658715390673695,1.0358995319095934,-0.364704630464642,1.2368343965664288
"Architecture Teachers, Postsecondary",1.0891857771877955,0.8533282742117138,1.2693655568289763,-1.1428709331653621,0.03727887938397919,-0.7473819017890624,0.33918515923289894,0.001399166262661339,0.8052255973524193
Archivists,0.25376053904406937,-0.8083839764260087,0.5449398895419636,-1.1428709331653621,-1.457868534867247,-0.23039737394116272,-0.6522929864993211,-1.5240333201011014,0.8052255973524193
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.25376053904406937,-1.0077894465025354,0.9071527231854699,-1.8131937181892241,-1.1684851643670096,-0.7473819017890624,-0.6522929864993211,0.001399166262661339,0.8052255973524193
Art Directors,0.25376053904406937,-0.1769333211836743,-0.12376072641528005,-0.18895004678524976,0.350777530759236,-1.3074484736242862,0.6875423455712462,0.001399166262661339,0.8052255973524193
Art Therapists,0.8253672809318816,-0.8083839764260087,-0.8481863937022928,-1.8131937181892241,0.9536595526347305,0.28658715390673695,0.017624679535962518,-0.7308084271919454,0.8052255973524193
"Art, Drama, and Music Teachers, Postsecondary",-0.010057957211844468,-1.0077894465025354,0.21058958156334176,-1.8131937181892241,-0.541487861616496,-0.7473819017890624,-1.0006501728376684,-0.364704630464642,1.012397820975144
Astronomers,1.3530042734437093,2.315635054772909,1.2693655568289763,0.7649708395948626,0.03727887938397919,1.923704825425084,0.33918515923289894,0.001399166262661339,1.012397820975144
Athletes and Sports Competitors,-0.2738764534677583,-0.8083839764260087,-0.12376072641528005,0.14621134572668124,0.6642761821344928,0.28658715390673695,-0.6522929864993211,0.7946240591718173,-0.4896008002896093
Athletic Trainers,0.5395639099879755,-1.0077894465025354,0.9071527231854699,0.14621134572668124,1.243042923134968,-0.23039737394116272,0.6875423455712462,0.39801161271723934,0.5980533737296946
Atmospheric and Space Scientists,1.0891857771877955,1.484778929454048,1.2693655568289763,0.14621134572668124,0.6642761821344928,-0.7473819017890624,1.0358995319095934,0.001399166262661339,1.012397820975144
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.0891857771877955,1.2853734593775212,1.603715864807598,-1.8131937181892241,0.03727887938397919,-1.3074484736242862,-1.0006501728376684,-1.5240333201011014,0.8052255973524193
Audio and Video Technicians,-0.2738764534677583,-0.8083839764260087,-0.8481863937022928,0.4555910926607719,0.350777530759236,0.28658715390673695,-0.6522929864993211,1.1607278558991208,-0.05799200107559974
Audiologists,1.0891857771877955,0.45451733405866,1.2693655568289763,0.7649708395948626,0.9536595526347305,-0.7473819017890624,1.3574600116065298,0.7946240591718173,1.012397820975144
Audiovisual Equipment Installers and Repairers,-0.5596798244116644,-0.1769333211836743,0.21058958156334176,0.14621134572668124,-0.2521044911162584,-0.23039737394116272,0.017624679535962518,-0.7308084271919454,-0.9212095995036188
Automotive Body and Related Repairers,-1.3731201878673982,-0.8083839764260087,-1.1825367016809145,0.14621134572668124,-0.8549865129917528,0.28658715390673695,-1.0006501728376684,-1.1274208736465234,-0.9212095995036188
Automotive Engineering Technicians,0.8253672809318816,0.6539228041351869,0.21058958156334176,0.7649708395948626,0.350777530759236,0.8466537257419606,0.33918515923289894,0.001399166262661339,0.5980533737296946
Automotive Engineers,1.0891857771877955,2.1162295846963826,0.5449398895419636,0.14621134572668124,0.9536595526347305,-0.23039737394116272,0.6875423455712462,-1.1274208736465234,0.8052255973524193
Automotive Glass Installers and Repairers,-1.1093016916114844,-1.2071949165790623,-1.5168870096595364,-0.8334911862312715,-1.457868534867247,-1.3074484736242862,-1.3222106525346047,-0.364704630464642,-1.577254974308913
Automotive Service Technicians and Mechanics,0.8253672809318816,-0.8083839764260087,1.2693655568289763,1.1001322321067937,0.350777530759236,0.8466537257419606,1.0358995319095934,1.526831652626424,-0.4896008002896093
Automotive and Watercraft Service Attendants,-0.8454831953555706,-0.3763387912602012,-0.8481863937022928,-0.18895004678524976,-1.457868534867247,-0.7473819017890624,-0.30393580016097393,0.39801161271723934,-1.1283818231263436
